iter	RMSE
670	0.2550715446
671	0.2549437192
672	0.2548722428
673	0.2548260584
674	0.2547668381
675	0.254735379
676	0.2547062655
677	0.254620863
678	0.2545739186
679	0.2545310888
680	0.2544807006
681	0.2544051353
682	0.2542985136
683	0.2541933558
684	0.2540922942
685	0.2540255493
686	0.2538864277
687	0.2538273091
688	0.2537870656
689	0.2537165447
690	0.253648616
691	0.253610787
692	0.2535702627
693	0.2535168325
694	0.2534928143
695	0.2533956739
696	0.2533495556
697	0.2532769024
698	0.2531956989
699	0.2531328664
700	0.2530482317
701	0.2529561725
702	0.2528783427
703	0.252827446
704	0.2527647701
705	0.2527126358
706	0.2526238386
707	0.2525317538
708	0.252471654
709	0.2523547271
710	0.2522593817
711	0.2522133143
712	0.2521027262
713	0.2520156993
714	0.2519775049
715	0.2519435113
716	0.251898118
717	0.2518413815
718	0.251759648
719	0.2517168224
720	0.2516866788
721	0.2516283103
722	0.2515954079
723	0.2515057371
724	0.2514175197
725	0.2513706417
726	0.2513392868
727	0.2512916636
728	0.2512230972
729	0.2511517012
730	0.2510836729
731	0.2510500268
732	0.2509941545
733	0.2508996356
734	0.2508300853
735	0.2507793323
736	0.2507091752
737	0.2506244082
738	0.2505920175
739	0.2505064592
740	0.2504536607
741	0.2504135936
742	0.2503704968
743	0.2502873078
744	0.2502633435
745	0.2502041279
746	0.2501614778
747	0.2500734978
748	0.2500107076
749	0.2499194994
750	0.2498530391
751	0.2497966932
752	0.2497439385
753	0.2496463191
754	0.2495931799
755	0.2495109799
756	0.2494601708
757	0.2494155334
758	0.2493419846
759	0.2492967956
760	0.2492413627
761	0.2491894372
762	0.2491490491
763	0.2491104521
764	0.249045249
765	0.24897757
766	0.2489277897
767	0.2487748853
768	0.2487069198
769	0.2486091901
770	0.2485622751
771	0.2484989991
772	0.248446505
773	0.2483954113
774	0.2483127837
775	0.2482584259
776	0.2481767688
777	0.2481281668
778	0.2480913755
779	0.2480213785
780	0.2479468885
781	0.247881827
782	0.2478201134
783	0.2477469746
784	0.2477170151
785	0.247682683
786	0.2475770257
787	0.2475478905
788	0.2475006425
789	0.2474141313
790	0.2473675547
791	0.2473157598
792	0.2472691266
793	0.2471684939
794	0.2470357634
795	0.2470049818
796	0.2469732163
797	0.246864795
798	0.2468132994
799	0.2467026849
800	0.2466095993
801	0.2465573185
802	0.2465096373
803	0.2464436032
804	0.2463643761
805	0.2462922262
806	0.2462493946
807	0.2462116234
808	0.2461492826
809	0.2460664454
810	0.2460143508
811	0.2459820592
812	0.2458802219
813	0.2458235265
814	0.2456985733
815	0.2456743575
816	0.2455946389
817	0.2455554476
818	0.2454902345
819	0.2454155649
820	0.2453503113
821	0.2452994305
822	0.2451589724
823	0.245127121
824	0.2450620122
825	0.2449831357
826	0.2449078293
827	0.2448335118
828	0.244798236
829	0.2447331397
830	0.2446935524
831	0.2446304058
832	0.2445839149
833	0.2445321537
834	0.2444667997
835	0.2444296677
836	0.2443677564
837	0.244234468
838	0.2441928336
839	0.2441589032
840	0.2441267288
841	0.2440175917
842	0.2439603141
843	0.2439114738
844	0.243855313
845	0.2437677676
846	0.243724136
847	0.2436175024
848	0.2435791003
849	0.2435043544
850	0.2434547539
851	0.2434175162
852	0.2433665705
853	0.24332364
854	0.2432600501
855	0.2431845543
856	0.2431467562
857	0.2430492929
858	0.2430244074
859	0.2429940718
860	0.2429558852
861	0.2429048999
862	0.2428340018
863	0.2427946827
864	0.242704529
865	0.242663928
866	0.2426296086
867	0.2425863922
868	0.2424918689
869	0.2424216263
870	0.2423445529
871	0.242261301
872	0.2422181944
873	0.2421563981
874	0.2420635451
875	0.2419661724
876	0.2418982522
877	0.2418196895
878	0.2417542126
879	0.2417071203
880	0.2416470032
881	0.2415945631
882	0.2415349514
883	0.241503068
884	0.2414611545
885	0.2413938479
886	0.2413321545
887	0.2412975123
888	0.2412633544
889	0.2412000786
890	0.2411622106
891	0.2411116772
892	0.2410725065
893	0.2410157468
894	0.2409334845
895	0.2408914778
896	0.2408524336
897	0.2408133377
898	0.2407716383
899	0.2407242179
900	0.2406623436
901	0.2406115084
902	0.2405759348
903	0.2405176935
904	0.2404708199
905	0.2403813539
906	0.2403071696
907	0.2402551342
908	0.2402024877
909	0.2401695461
910	0.2401041901
911	0.2400525317
912	0.2399671389
913	0.2399187207
914	0.2398773482
915	0.2398270914
916	0.23980298
917	0.2397523046
918	0.2397097101
919	0.2396515032
920	0.2396137627
921	0.239556303
922	0.2395090179
923	0.2394487458
924	0.2393766887
925	0.2393154273
926	0.2392283933
927	0.239136384
928	0.239014045
929	0.2389573872
930	0.2389240227
931	0.2389027031
932	0.2388193621
933	0.2387950868
934	0.2387023959
935	0.2386666217
936	0.2386104129
937	0.2385674696
938	0.2385491228
939	0.2385230793
940	0.2384497977
941	0.2383985235
942	0.2383653019
943	0.2382675249
944	0.2382483722
945	0.2382009014
946	0.2381757336
947	0.2381003638
948	0.2379882807
949	0.2379634654
950	0.2379106764
951	0.2378551674
952	0.2377210851
953	0.2376784819
954	0.2376552827
955	0.2375877219
956	0.2375491832
957	0.2374957673
958	0.2374236891
959	0.2373865492
960	0.2373539222
961	0.2373311713
962	0.2372958319
963	0.2372577975
964	0.2372249174
965	0.2371589049
966	0.2370933628
967	0.2370180495
968	0.2369665393
969	0.2369313996
970	0.2367948951
971	0.2366389789
972	0.2366075004
973	0.236554079
974	0.2364596484
975	0.2364113028
976	0.2363103955
977	0.236240521
978	0.2361467624
979	0.2360948326
980	0.2360672876
981	0.2360297021
982	0.2359855457
983	0.235944209
984	0.2359006352
985	0.2358839865
986	0.2358077093
987	0.2357818361
988	0.2356964682
989	0.2356306015
990	0.2355566902
991	0.2355055252
992	0.2354402298
993	0.2353785658
994	0.2353355166
995	0.2352577462
996	0.2352268386
997	0.2351612119
998	0.2350995417
999	0.2350395295
1000	0.2349565069
1001	0.2348797141
1002	0.2348486802
1003	0.2347882995
1004	0.2347023949
1005	0.2346247882
1006	0.2345681964
1007	0.2345525035
1008	0.2344745584
1009	0.2344500737
1010	0.2344255644
1011	0.2343857327
1012	0.2343314123
1013	0.2343007358
1014	0.2342473022
1015	0.2341893168
1016	0.2341321735
1017	0.2340997783
1018	0.2340566702
1019	0.2340438425
1020	0.234007797
1021	0.2339769773
1022	0.2339273293
1023	0.2339065071
1024	0.2338731106
1025	0.2338257585
1026	0.233787343
1027	0.2337194588
1028	0.23364237
1029	0.2335886116
1030	0.2335387658
1031	0.2334735434
1032	0.2334248152
1033	0.2333627599
1034	0.233248445
1035	0.2331596604
1036	0.2331382456
1037	0.2330880798
1038	0.2330473156
1039	0.2329744952
1040	0.2329588886
1041	0.2328715636
1042	0.2328569416
1043	0.2328015205
1044	0.2327125859
1045	0.232654928
1046	0.2326381549
1047	0.2326030577
1048	0.2325344925
1049	0.232507363
1050	0.2324560718
1051	0.2324340064
1052	0.2324052577
1053	0.2323883488
1054	0.2323381317
1055	0.2322888553
1056	0.2322602987
1057	0.2322007752
1058	0.2321524143
1059	0.2321248882
1060	0.2320203683
1061	0.2319579395
1062	0.2318870583
1063	0.2318689722
1064	0.2318092357
1065	0.2317570051
1066	0.231722187
1067	0.2316946765
1068	0.23163736
1069	0.231612888
1070	0.2315614115
1071	0.2315350508
1072	0.2314827126
1073	0.2314162397
1074	0.2313774997
1075	0.2313367648
1076	0.2312948847
1077	0.2312609206
1078	0.2312399427
1079	0.2312046197
1080	0.2311843881
1081	0.2311346723
1082	0.2310720051
1083	0.231019578
1084	0.2309585265
1085	0.2309376682
1086	0.2308943147
1087	0.2308260832
1088	0.2308034604
1089	0.2307415478
1090	0.2307080797
1091	0.230672234
1092	0.2306032356
1093	0.2305818065
1094	0.2305569961
1095	0.2305249279
1096	0.2304533589
1097	0.2304174149
1098	0.2303602426
1099	0.2302670123
1100	0.230203554
1101	0.2301872073
1102	0.2301468173
1103	0.2301158716
1104	0.2300455823
1105	0.2300125771
1106	0.2299908045
1107	0.2299705826
1108	0.2298490844
1109	0.2297913515
1110	0.2297157144
1111	0.2296445889
1112	0.2295794477
1113	0.2295190619
1114	0.2294785508
1115	0.2294578305
1116	0.2294110871
1117	0.229398744
1118	0.2293743326
1119	0.2293130926
1120	0.2292817948
1121	0.2292448832
1122	0.2291928959
1123	0.2291738092
1124	0.2290970721
1125	0.2290651277
1126	0.2290250422
1127	0.2289950084
1128	0.2289697893
1129	0.2289325445
1130	0.2288981938
1131	0.2288727339
1132	0.2288308225
1133	0.2287730023
1134	0.2287516084
1135	0.2287237385
1136	0.2286955277
1137	0.2286456689
1138	0.2286193321
1139	0.2285650954
1140	0.2285492735
1141	0.2285284646
1142	0.2284720514
1143	0.2284373127
1144	0.2284025373
1145	0.2283699987
1146	0.2283009688
1147	0.2282841247
1148	0.2282146407
1149	0.2281894708
1150	0.228168623
1151	0.2281390464
1152	0.2280888595
1153	0.2280619373
1154	0.2280405052
1155	0.2280082289
1156	0.227962676
1157	0.2279060113
1158	0.2278715662
1159	0.227802558
1160	0.227779147
1161	0.2277639963
1162	0.2277136268
1163	0.2276461504
1164	0.2276279457
1165	0.2275788628
1166	0.2275104633
1167	0.2274902954
1168	0.227447631
1169	0.2274260377
1170	0.2273429983
1171	0.2272837578
1172	0.227250112
1173	0.2272328127
1174	0.2271786263
1175	0.2271497925
1176	0.2271316563
1177	0.2270804049
1178	0.2270304821
1179	0.2269773439
1180	0.2269500236
1181	0.2268796888
1182	0.2268439732
1183	0.2267954047
1184	0.226773646
1185	0.2267556346
1186	0.2267236733
1187	0.2266240029
1188	0.2265829163
1189	0.226569931
1190	0.2264920679
1191	0.2264330391
1192	0.2263803471
1193	0.226357671
1194	0.2262984964
1195	0.2262080375
1196	0.226184309
1197	0.226158604
1198	0.2261146128
1199	0.2260896766
1200	0.2260615109
1201	0.2260347456
1202	0.2259970864
1203	0.2259871547
1204	0.2259571818
1205	0.2259105145
1206	0.2258830535
1207	0.2258344553
1208	0.2258211436
1209	0.225766773
1210	0.2257209906
1211	0.2257020339
1212	0.2256434403
1213	0.2256262161
1214	0.2255766242
1215	0.225548403
1216	0.2254982666
1217	0.2254038073
1218	0.2253844459
1219	0.2253173386
1220	0.2252586138
1221	0.2252066492
1222	0.2251882554
1223	0.2251259531
1224	0.2250888531
1225	0.2250624304
1226	0.2250143763
1227	0.2249978592
1228	0.2249483783
1229	0.2249253882
1230	0.2248679882
1231	0.2248317624
1232	0.2248072598
1233	0.2247689953
1234	0.2247145902
1235	0.2246406622
1236	0.2245752197
1237	0.2245165929
1238	0.2245003468
1239	0.2244165662
1240	0.2244020749
1241	0.2243243209
1242	0.2242539284
1243	0.2242241343
1244	0.2241609245
1245	0.2241362229
1246	0.2241064773
1247	0.2240779569
1248	0.224003437
1249	0.2239481337
1250	0.2238692273
1251	0.2238449031
1252	0.2237567918
1253	0.2237028823
1254	0.2236774593
1255	0.2236288617
1256	0.2235997436
1257	0.2235191802
1258	0.2235006591
1259	0.2234724876
1260	0.2234611633
1261	0.2234458003
1262	0.2234317166
1263	0.2233838775
1264	0.2233225515
1265	0.2232616894
1266	0.223219335
1267	0.2231544841
1268	0.2230955075
1269	0.2230501316
1270	0.2230385741
1271	0.2230115829
1272	0.2229964386
1273	0.2229841033
1274	0.2229435782
1275	0.222923277
1276	0.2228637807
1277	0.2228179642
1278	0.2227763882
1279	0.2227066149
1280	0.222668449
1281	0.2226027208
1282	0.2225448406
1283	0.2225067052
1284	0.2224599139
1285	0.2224459349
1286	0.2224029096
1287	0.2223935431
1288	0.2223622249
1289	0.2223228772
1290	0.2223083616
1291	0.2223029806
1292	0.2222567561
1293	0.2222368375
1294	0.2221977095
1295	0.2221416061
1296	0.2221002456
1297	0.2220777715
1298	0.2220416153
1299	0.2220183117
1300	0.2220014524
1301	0.2219825164
1302	0.2219386916
1303	0.2219152378
1304	0.2218811559
1305	0.2218482105
1306	0.2218125887
1307	0.2217642856
1308	0.2217203406
1309	0.22169506
1310	0.221678926
1311	0.2216744703
1312	0.2216334479
1313	0.2215910216
1314	0.2215404901
1315	0.2214766187
1316	0.2214225186
1317	0.2213606158
1318	0.2213443339
1319	0.2213263736
1320	0.221300093
1321	0.2212500667
1322	0.2212082722
1323	0.221196583
1324	0.2211643501
1325	0.2211092256
1326	0.221063933
1327	0.2210115903
1328	0.2209406832
1329	0.2209052078
1330	0.2208854238
1331	0.2208582225
1332	0.2208314783
1333	0.2207754843
1334	0.2207156733
1335	0.2206509996
1336	0.2206081275
1337	0.2205209685
1338	0.220490228
1339	0.2204675487
1340	0.2204345724
1341	0.2203892135
1342	0.2203522501
1343	0.2203001575
1344	0.2202492107
1345	0.2202383792
1346	0.2202178339
1347	0.220160048
1348	0.2201421585
1349	0.2201367962
1350	0.220122225
1351	0.2200653137
1352	0.2200521611
1353	0.2200191361
1354	0.2199948864
1355	0.2199614431
1356	0.2199202018
1357	0.2199155803
1358	0.2198672769
1359	0.2198134711
1360	0.2197636991
1361	0.2197021576
1362	0.2196907008
1363	0.2196260028
1364	0.2195670481
1365	0.2195488704
1366	0.2195381519
1367	0.2195198735
1368	0.2194508788
1369	0.2194032104
1370	0.2193741832
1371	0.2193466456
1372	0.21929756
1373	0.2192745099
1374	0.2192311961
1375	0.2192146047
1376	0.2191884148
1377	0.2191514252
1378	0.2191172971
1379	0.2190429931
1380	0.219019902
1381	0.2189987591
1382	0.2189660094
1383	0.218940574
1384	0.218899465
1385	0.2188620857
1386	0.2188404411
1387	0.2188197188
1388	0.2187893977
1389	0.2187641172
1390	0.2187343384
1391	0.2186873115
1392	0.218672834
1393	0.2186513807
1394	0.2186159723
1395	0.2186060827
1396	0.2185485089
1397	0.2185233291
1398	0.2185004439
1399	0.2184864111
1400	0.2183978982
1401	0.2183623874
1402	0.2183432758
1403	0.2183018804
1404	0.2182754755
1405	0.2182505172
1406	0.2181947314
1407	0.2181688309
1408	0.2181017376
1409	0.2180720819
1410	0.2180488636
1411	0.2179863653
1412	0.2179403858
1413	0.2178807189
1414	0.2178072568
1415	0.217772009
1416	0.2177541262
1417	0.2177403427
1418	0.2176934914
1419	0.2176689594
1420	0.2176614653
1421	0.2176437948
1422	0.217593997
1423	0.2175641044
1424	0.2174991788
1425	0.2174729107
1426	0.2174287012
1427	0.2174113017
1428	0.2173750135
1429	0.2173084252
1430	0.2172515844
1431	0.2172082045
1432	0.2172038448
1433	0.2171689203
1434	0.2170932616
1435	0.2170456795
1436	0.2170031229
1437	0.2170027162
1438	0.2169770734
1439	0.2169246082
1440	0.2168937909
1441	0.2168443643
1442	0.2168196308
1443	0.2168061338
1444	0.2167779579
1445	0.2167495693
1446	0.2167390687
1447	0.216700477
1448	0.2166723864
1449	0.2166371794
1450	0.2166078498
1451	0.2165811815
1452	0.2165359412
1453	0.2164733898
1454	0.2164417304
1455	0.2163867458
1456	0.216376093
1457	0.2163558404
1458	0.2162860376
1459	0.2162290706
1460	0.2161884244
1461	0.2161238078
1462	0.2160771607
1463	0.2160733979
1464	0.2160340678
1465	0.2160192921
1466	0.2159845771
1467	0.2159572067
1468	0.2159158115
1469	0.2158531227
1470	0.2158406152
1471	0.2157887365
1472	0.2157650003
1473	0.2157389813
1474	0.2156864431
1475	0.2156525733
1476	0.2156283613
1477	0.2155715878
1478	0.2155521815
1479	0.2155085958
1480	0.2154483759
1481	0.2154272727
1482	0.2153873408
1483	0.2153809612
1484	0.2153728263
1485	0.2153325925
1486	0.2152947084
1487	0.2152664381
1488	0.2152173077
1489	0.2151834768
1490	0.215133583
1491	0.2151094019
1492	0.2150747728
1493	0.2150709056
1494	0.2150527362
1495	0.2149727914
1496	0.2149163863
1497	0.2148777446
1498	0.2148175409
1499	0.2147917846
1500	0.2147194895
1501	0.2146711449
1502	0.2146468318
1503	0.2145913446
1504	0.2145852305
1505	0.2145733942
1506	0.2145263495
1507	0.2144846867
1508	0.2144664111
1509	0.21441678
1510	0.214386024
1511	0.2143555653
